HPO_ID,Sentence,Ancestor
HP:0011275,"Increased susceptibility to mycobacterial avium complex infections, as manifested by recurrent episodes of mycobacterial infection.",HP:0002715
HP:0005110,"An atrial arrhythmia characterized by disorganized atrial activity without discrete P waves on the surface EKG, but instead by an undulating baseline or more sharply circumscribed atrial deflections of varying amplitude an frequency ranging from 350 to 600 per minute.",HP:0001626
HP:0000414,Increased volume and globular shape of the anteroinferior aspect of the nose.,HP:0000152
HP:0007588,Increased pigmentation of the skin with a netlike (reticular) pattern.,HP:0001574
HP:0032810,A seizure characterized by a sensation in the head such as light-headedness or headache as its first clinical manifestation.,HP:0000707
HP:0032983,"CT finding of central ground-glass opacity surrounded by denser consolidation of crescentic shape (forming more than three-fourths of a circle) or complete ring of at least 2 mm in thicknes. A rare sign, it was initially reported to be specific for cryptogenic organizing pneumonia, but was subsequently described in patients with paracoccidioidomycosis.",HP:0002086
HP:0010695,A type of congenital cataract in which the opacity follows the anterior or posterior Y suture.,HP:0000478
HP:0000387,Absence of fleshy non-cartilaginous tissue inferior to the tragus and incisura.,HP:0000598
HP:0003260,An increased concentration of hydroxyproline in the blood.,HP:0001939
HP:0012286,Any structural anomaly of the hypothalamus.,HP:0000707
HP:0011688,"Supraventricular tachycardia in which an accessory pathway connecting the atria and ventricles, apart from the AV node, participates as a necessary part of a reentrant mechanism.",HP:0001626
HP:0011477,"In primary position, the eyes drift slowly downward and then spontaneously beat upward. Upward gaze accentuates the nystagmus. The associated oscillopsias are often very irritating, but the symptoms are usually transient.",HP:0000478
HP:0012422,Overgrowth of the choroid plexus.,HP:0000707
HP:0002145,"A dementia associated with degeneration of the frontotemporal lobe and clinically associated with personality and behavioral changes such as disinhibition, apathy, and lack of insight. The hallmark feature of frontotemporal dementia is the presentation with focal syndromes such as progressive language dysfunction, or aphasia, or behavioral changes characteristic of frontal lobe disorders.",HP:0000707
HP:0008422,An abnormal shape of the vertebral bodies whereby the vertebral bodies are thick on one side and taper to a thin edge at the other.,HP:0000924
HP:0200146,"An increase of medial mucoid extracellular matrix creating translamellar and/or intralamellar expansions including extracellular pools as noted on an H&E stain and/or a stain to highlight extracellular matrix material (Movat's pentachrome, Alcian blue, etc.).",HP:0001626
HP:0012748,A lighter than expected T2 signal on magnetic resonance imaging (MRI) of the brainstem. This term refers to a localized hyperintensity affecting a particular region of the brainstem.,HP:0000707
HP:0010854,An abnormal generalized reduction in amplitude of the cerebral electrical activity recorded along the scalp by electroencephalography (EEG).,HP:0000707
HP:0020218,A type of focal atonic seizure during which awareness is fully retained throughout.,HP:0000707
HP:0004713,Acute renal failure with resolution of manifestations.,HP:0000119
HP:0032582,"Accumulation of foam cells (FC) in the interstitium of the kidney. Renal FCs display phenotypic characteristics of macrophages and belong to the monocyte/macrophage lineage. Histologically, renal FCs are characterized by round cells with small nuclei and an abundant PAS-positive cytoplasm with lipid-containing vacuoles.",HP:0000119
HP:0041116,A partial or complete breakage of the left clavicle.,HP:0000924
HP:0006684,A form of ventricular preexcitation due to the presence of multiple accessory pathways for cardiac conduction.,HP:0001626
HP:0010896,An elevated plasma concentration of sarcosine.,HP:0001939
HP:0032687,"A focal cognitive seizure characterized by transient memory impairment as the initial semiological manifestation whilst other cognitive functions and awareness are preserved at seizure onset. The memory impairment may be an inability to recall events occurring prior to the seizure (retrograde amnesia), or failure to encode new memories for events occurring during the seizure (anterograde amnesia).",HP:0000707
HP:0011352,A severe delay in the acquisition of the ability to understand the speech of others.,HP:0000707
HP:0025014,"Small, hard cyst-like nodules, freely moveable in the subcutis over the bony prominences of the legs and arms, which have an outer calcified layer with a translucent core on x-ray.",HP:0001574
HP:0012811,Increased width of the nasal ridge.,HP:0000152
HP:0011172,"A febrile seizure that has any of the following features: focal semiology (or associated with post-ictal neurologic abnormalities beyond drowsiness, such as a Todd's paresis), prolonged seizure beyond 15 minutes, or recurring (occurring more than once) in a 24 hour period.",HP:0000707
HP:0011687,A type of supraventricular tachycardia that originates in the atrioventricular node.,HP:0001626
HP:0002570,Greater than normal amounts of fat in the feces. This is a result of malabsorption of lipids in the small intestine and results in frothy foul-smelling fecal matter that floats.,HP:0025031
HP:0010305,Absence (aplasia) of the sacrum.,HP:0000924
HP:0032097,An elevation above the normal concentration of manganese in the blood.,HP:0001939
HP:0012807,Insertion of the posterior columella superior to the nasal base.,HP:0000152
HP:0031011,"Yellow-colored streaks, patches, or spots on the intimal surface of arteries. Fatty streaks stain red with Sudan III or Sudan IV.",HP:0001626
HP:0032766,A type of focal autonomic seizure characterized by changes in respiratory rate as the initial semiological feature.,HP:0000707
HP:0002406,A type of dysmetria involving the limbs.,HP:0000707
HP:0025569,"The presence of aneurysmal polypoidal lesions in the choroidal vasculature. The aneurysmal dilatations, also known as polyps, may be found at subfoveal, juxtafoveal, extrafoveal, peripapillary or even peripheral regions. These polypoidal dilatations may be visible as reddish-orange subretinal nodules during ophthalmoscopic examination. The polypoidal lesions are best detected on indocyanine green angiography (ICGA) and might be associated with a branching vascular network (BVN) of neovascularization.",HP:0000478
HP:0100813,"Testicular torsion is when the spermatic cord to a testicle twists, cutting off the blood supply. The most common symptom is acute testicular pain.",HP:0000119
HP:0000463,Anteriorly-facing nostrils viewed with the head in the Frankfurt horizontal and the eyes of the observer level with the eyes of the subject. This gives the appearance of an upturned nose (upturned nasal tip).,HP:0000152
HP:0500149,An increased amount of glutamate in the blood.,HP:0001939
HP:0033087,Fever that occurs at daily intervals.,HP:0001939
HP:0500207,Abnormally decreased levels of lysine in cerebrospinal fluid.,HP:0001939
HP:0041147,A partial or complete breakage of the epiphysis.,HP:0000924
HP:0012860,Formation of excess connective tissue in the testicle.,HP:0000119
HP:0100719,"A sectoral indentation of the crystalline lens, usually due to zonular weakness or absence.",HP:0000478
HP:0100877,"Cystic, urine-containing intrarenal cavities lined with transitional cell epithelium that communicate through a narrow channel with the collecting system.",HP:0000119
HP:0005815,The presence of more than 12 rib pairs.,HP:0000924
HP:0030183,"The vestibulo-ocular reflex is responsible for the stabilization of the retinal image during movement. The visual vestibular ocular reflex (VVOR) or visual enhanced VOR, maintains ocular stability during head motion by generating compensatory eye movement opposite to head movement, and is a major component of visual vestibular interaction. This feature is an impairment of this reflex, manifested as the combined impairment of the three compensatory eye movement reflexes, namely the vestibulo-ocular reflex (VOR), smooth pursuit (SP) and optokinetic reflex (OKR).",HP:0000598
HP:0500224,Abnormally decreased levels of phenylalanine in cerebrospinal fluid.,HP:0001939
HP:0032729,"Focal emotional seizure with pleasure is characterized by the presence of a positive emotional experience with pleasure, bliss, joy, enhanced personal well-being, heightened self-awareness or ecstasy.",HP:0000707
HP:0002528,Electron-dense granules within double membrane-bound cytoplasmic vacuoles.,HP:0000707
HP:0011171,"A short generalized seizure, of a duration of <15 min, not recurring within 24 h, occurring during a febrile episode not caused by an acute disease of the nervous system intracranial infection or severe metabolic disturbance.",HP:0000707
HP:0011650,The presence of both a left and a right ductus arteriosus.,HP:0001626
HP:0032089,An increase in collagen fibers creating areas of substitutive fibrosis or a widening of intralamellar spaces in the media of the aorta. This can be seen in conjunction with a loss to varying degrees of parallel arrangement of the elastic lamellae (or lamellar units).,HP:0001626
